,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__C,param_clf__gamma,param_clf__kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,5.706199932,0.806200075,0.935666667,0.937933333,0.03125,,linear,"{'clf__C': 0.03125, 'clf__kernel': 'linear'}",66,0.934666667,0.939166667,0.934333333,0.937916667,0.936666667,0.93725,0.934666667,0.937833333,0.938,0.9375,0.188101453,0.018840385,0.001429841,0.000661228
1,4.887400007,0.716400051,0.960533333,0.963,0.0625,,linear,"{'clf__C': 0.0625, 'clf__kernel': 'linear'}",58,0.957,0.96475,0.964333333,0.960916667,0.961666667,0.962583333,0.958,0.964166667,0.961666667,0.962583333,0.053883594,0.01929356,0.002679967,0.001349897
2,4.031200027,0.588999987,0.975333333,0.978966667,0.125,,linear,"{'clf__C': 0.125, 'clf__kernel': 'linear'}",50,0.969666667,0.980166667,0.978666667,0.977833333,0.977,0.978666667,0.974333333,0.978833333,0.977,0.979333333,0.074063183,0.021372897,0.003155243,0.000770281
3,3.479399967,0.492800045,0.9834,0.98705,0.25,,linear,"{'clf__C': 0.25, 'clf__kernel': 'linear'}",36,0.977666667,0.98875,0.986333333,0.986666667,0.984333333,0.986583333,0.982666667,0.9865,0.986,0.98675,0.067410991,0.014048477,0.003151014,0.000854075
4,3.087200069,0.410599995,0.986666667,0.99065,0.5,,linear,"{'clf__C': 0.5, 'clf__kernel': 'linear'}",23,0.981666667,0.99175,0.989,0.99025,0.987,0.990416667,0.987,0.990583333,0.988666667,0.99025,0.066225103,0.009520493,0.002633122,0.000563718
5,2.745200014,0.362400007,0.987866667,0.993633333,1,,linear,"{'clf__C': 1.0, 'clf__kernel': 'linear'}",16,0.983,0.994333333,0.990333333,0.993,0.989333333,0.99375,0.987666667,0.993916667,0.989,0.993166667,0.050057533,0.008236565,0.002578544,0.000490465
6,2.67760005,0.320599937,0.988333333,0.995866667,2,,linear,"{'clf__C': 2.0, 'clf__kernel': 'linear'}",4,0.984666667,0.995916667,0.991,0.995916667,0.99,0.99575,0.986333333,0.996166667,0.989666667,0.995583333,0.093732809,0.008039961,0.002412928,0.000194365
7,2.482800055,0.285999918,0.9868,0.997883333,4,,linear,"{'clf__C': 4.0, 'clf__kernel': 'linear'}",22,0.983333333,0.99825,0.989,0.9975,0.987333333,0.997833333,0.986333333,0.99825,0.988,0.997583333,0.035318057,0.003794684,0.001939072,0.000318852
8,2.490399981,0.265600061,0.985,0.998716667,8,,linear,"{'clf__C': 8.0, 'clf__kernel': 'linear'}",35,0.984,0.998583333,0.986666667,0.998666667,0.984666667,0.99875,0.983666667,0.998916667,0.986,0.998666667,0.048309865,0.010111368,0.001154701,0.000113039
9,2.506600046,0.259799957,0.9834,0.999166667,16,,linear,"{'clf__C': 16.0, 'clf__kernel': 'linear'}",36,0.982666667,0.999083333,0.985333333,0.998916667,0.982333333,0.999166667,0.982666667,0.999416667,0.984,0.99925,0.033690387,0.007054071,0.001123487,0.000166667
10,2.683400011,0.260200024,0.9818,0.99925,32,,linear,"{'clf__C': 32.0, 'clf__kernel': 'linear'}",40,0.981,0.99925,0.983333333,0.999083333,0.981333333,0.999166667,0.979333333,0.999333333,0.984,0.999416667,0.05192535,0.011408793,0.001681269,0.000117851
11,6.219599962,1.060000038,0.901,0.901,0.03125,0.03125,rbf,"{'clf__gamma': 0.03125, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.055902105,0.055472528,0,0
12,6.4546,1.109000015,0.901,0.901,0.03125,0.0625,rbf,"{'clf__gamma': 0.0625, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.056894908,0.043391258,0,0
13,6.706799984,1.119200039,0.901,0.901,0.03125,0.125,rbf,"{'clf__gamma': 0.125, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.085323817,0.047679847,0,0
14,6.581600046,1.126200008,0.9058,0.90575,0.03125,0.25,rbf,"{'clf__gamma': 0.25, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",88,0.907,0.906166667,0.906,0.90625,0.904666667,0.90575,0.905,0.906,0.906333333,0.904583333,0.123569591,0.050999634,0.00085894,0.000607819
15,6.716400003,1.164400005,0.913666667,0.913966667,0.03125,0.5,rbf,"{'clf__gamma': 0.5, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",83,0.913666667,0.914916667,0.913333333,0.914916667,0.912,0.91375,0.913,0.913916667,0.916333333,0.912333333,0.052178923,0.079658315,0.001445299,0.000951023
16,7.35539999,1.277200031,0.909133333,0.9095,0.03125,1,rbf,"{'clf__gamma': 1.0, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",85,0.909333333,0.910083333,0.909666667,0.910083333,0.906666667,0.909666667,0.908666667,0.9095,0.911333333,0.908166667,0.090826402,0.028116897,0.001514376,0.00070514
17,14.35919995,2.223400068,0.901,0.901,0.03125,2,rbf,"{'clf__gamma': 2.0, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.397164626,0.174933903,0,0
18,43.027,5.548399973,0.901,0.901,0.03125,4,rbf,"{'clf__gamma': 4.0, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.027517257,0.207399693,0,0
19,43.69580007,5.611999941,0.901,0.901,0.03125,8,rbf,"{'clf__gamma': 8.0, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.310773452,0.112990248,0,0
20,42.56220002,5.634600019,0.901,0.901,0.03125,16,rbf,"{'clf__gamma': 16.0, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.221053295,0.162673442,0,0
21,41.77199998,5.643400002,0.901,0.901,0.03125,32,rbf,"{'clf__gamma': 32.0, 'clf__C': 0.03125, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.139735464,0.111270083,0,0
22,6.486399937,1.068800068,0.901,0.901,0.0625,0.03125,rbf,"{'clf__gamma': 0.03125, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.088187564,0.048754057,0,0
23,6.388999987,1.096199989,0.901,0.901,0.0625,0.0625,rbf,"{'clf__gamma': 0.0625, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.071015524,0.026865547,0,0
24,6.436399984,1.100999975,0.912066667,0.911966667,0.0625,0.125,rbf,"{'clf__gamma': 0.125, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",84,0.912333333,0.912916667,0.912333333,0.913,0.909333333,0.91175,0.911333333,0.911916667,0.915,0.91025,0.03405637,0.043395812,0.001830604,0.000996661
25,6.449600029,1.087799931,0.9258,0.927816667,0.0625,0.25,rbf,"{'clf__gamma': 0.25, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",73,0.923,0.9285,0.926,0.927916667,0.926333333,0.92775,0.925,0.928,0.928666667,0.926916667,0.096851661,0.029464563,0.001845114,0.000514782
26,6.396199989,1.109599972,0.930933333,0.93415,0.0625,0.5,rbf,"{'clf__gamma': 0.5, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",70,0.928666667,0.936083333,0.931666667,0.933583333,0.93,0.932583333,0.929666667,0.9345,0.934666667,0.934,0.067673824,0.041907538,0.002101851,0.001153979
27,7.434399986,1.237799978,0.927533333,0.931066667,0.0625,1,rbf,"{'clf__gamma': 1.0, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",72,0.924666667,0.932,0.927666667,0.930833333,0.927333333,0.931,0.927333333,0.931,0.930666667,0.9305,0.034150343,0.029047576,0.001904381,0.00050111
28,14.53860002,2.274400043,0.907133333,0.908466667,0.0625,2,rbf,"{'clf__gamma': 2.0, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",86,0.908,0.908833333,0.907333333,0.908833333,0.906333333,0.908333333,0.906666667,0.90875,0.907333333,0.907583333,0.515380552,0.125512686,0.000581187,0.000479004
29,46.87659998,5.568400049,0.9022,0.902183333,0.0625,4,rbf,"{'clf__gamma': 4.0, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",118,0.902,0.902333333,0.902333333,0.902083333,0.902,0.902333333,0.902,0.902166667,0.902666667,0.902,0.251815479,0.110751254,0.000266667,0.000133333
30,58.18240004,5.597199965,0.901,0.901,0.0625,8,rbf,"{'clf__gamma': 8.0, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.4261444,0.070771208,0,0
31,57.6204,5.6,0.901,0.901,0.0625,16,rbf,"{'clf__gamma': 16.0, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.238335602,0.096591889,0,0
32,58.91939998,5.677200031,0.901,0.901,0.0625,32,rbf,"{'clf__gamma': 32.0, 'clf__C': 0.0625, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.265478109,0.045008433,0,0
33,6.628800058,1.069399929,0.901,0.901,0.125,0.03125,rbf,"{'clf__gamma': 0.03125, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",119,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.183909161,0.031613891,0,0
34,6.451800013,1.082200003,0.915866667,0.916116667,0.125,0.0625,rbf,"{'clf__gamma': 0.0625, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",81,0.915666667,0.917,0.915333333,0.917083333,0.913666667,0.915833333,0.916333333,0.91625,0.918333333,0.914416667,0.058680098,0.073586409,0.001514376,0.000969822
35,6.248799992,1.054999971,0.930466667,0.93245,0.125,0.125,rbf,"{'clf__gamma': 0.125, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",71,0.927333333,0.933583333,0.930666667,0.931916667,0.931666667,0.93225,0.929,0.932833333,0.933666667,0.931666667,0.040725398,0.052253134,0.002176644,0.000688396
36,6.024000025,1.031400013,0.9458,0.948783333,0.125,0.25,rbf,"{'clf__gamma': 0.25, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",65,0.943333333,0.950166667,0.947333333,0.947916667,0.946,0.948083333,0.945333333,0.94925,0.947,0.9485,0.051462625,0.059881886,0.00142361,0.000830997
37,6.031800032,1.032999945,0.953133333,0.957816667,0.125,0.5,rbf,"{'clf__gamma': 0.5, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",62,0.951,0.959333333,0.956333333,0.955916667,0.954,0.957666667,0.95,0.958333333,0.954333333,0.957833333,0.090951381,0.054335919,0.002315167,0.001113553
38,7.095400047,1.158799982,0.9474,0.953666667,0.125,1,rbf,"{'clf__gamma': 1.0, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",64,0.943333333,0.955166667,0.949333333,0.952333333,0.947333333,0.953,0.947333333,0.954,0.949666667,0.953833333,0.10203647,0.077800724,0.002254871,0.000960324
39,14.50639997,2.312799978,0.9202,0.9256,0.125,2,rbf,"{'clf__gamma': 2.0, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",74,0.918,0.926666667,0.919333333,0.925916667,0.919666667,0.925333333,0.921666667,0.92525,0.922333333,0.924833333,0.291436838,0.14246034,0.00158605,0.000635523
40,54.89099998,5.590999985,0.902733333,0.903233333,0.125,4,rbf,"{'clf__gamma': 4.0, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",111,0.902333333,0.903333333,0.903,0.903166667,0.902666667,0.90325,0.903,0.903166667,0.902666667,0.90325,0.259394669,0.145589864,0.000249444,6.24E-05
41,67.63199997,5.644600058,0.902733333,0.902983333,0.125,8,rbf,"{'clf__gamma': 8.0, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",111,0.902333333,0.903083333,0.903,0.902916667,0.902666667,0.903,0.903,0.902916667,0.902666667,0.903,0.274986587,0.13816168,0.000249444,6.24E-05
42,67.01719999,5.678999996,0.902666667,0.902833333,0.125,16,rbf,"{'clf__gamma': 16.0, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",114,0.902333333,0.902916667,0.903,0.90275,0.902666667,0.902833333,0.902666667,0.902833333,0.902666667,0.902833333,0.337039068,0.123597727,0.000210819,5.27E-05
43,67.62399998,5.662800026,0.902666667,0.902833333,0.125,32,rbf,"{'clf__gamma': 32.0, 'clf__C': 0.125, 'clf__kernel': 'rbf'}",114,0.902333333,0.902916667,0.903,0.90275,0.902666667,0.902833333,0.902666667,0.902833333,0.902666667,0.902833333,0.269953335,0.191030245,0.000210819,5.27E-05
44,6.705800009,1.1046,0.918,0.918316667,0.25,0.03125,rbf,"{'clf__gamma': 0.03125, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",80,0.916666667,0.919583333,0.917333333,0.919583333,0.917,0.917833333,0.918333333,0.917916667,0.920666667,0.916666667,0.161060701,0.064969643,0.001445299,0.001124722
45,6.221200037,1.066599941,0.933466667,0.934916667,0.25,0.0625,rbf,"{'clf__gamma': 0.0625, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",69,0.932333333,0.9355,0.933333333,0.935083333,0.933333333,0.934583333,0.932666667,0.934916667,0.935666667,0.9345,0.051409726,0.06719706,0.00116619,0.000361325
46,5.760599995,0.970599985,0.952666667,0.955883333,0.25,0.125,rbf,"{'clf__gamma': 0.125, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",63,0.950666667,0.957333333,0.955666667,0.954083333,0.953,0.955416667,0.95,0.95675,0.954,0.955833333,0.059203356,0.05378695,0.002097618,0.001123734
47,5.414800024,0.895999956,0.967466667,0.97145,0.25,0.25,rbf,"{'clf__gamma': 0.25, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",57,0.962,0.972916667,0.97,0.969666667,0.969,0.971416667,0.966666667,0.97175,0.969666667,0.9715,0.033689083,0.04931529,0.002970971,0.001041633
48,5.394999933,0.897800064,0.973133333,0.9788,0.25,0.5,rbf,"{'clf__gamma': 0.5, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",54,0.967333333,0.980583333,0.976,0.977416667,0.974333333,0.978333333,0.973333333,0.9785,0.974666667,0.979166667,0.107470913,0.03775394,0.003022876,0.001052246
49,6.853999996,1.053799963,0.968866667,0.979333333,0.25,1,rbf,"{'clf__gamma': 1.0, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",56,0.964,0.981583333,0.971666667,0.978,0.968333333,0.978666667,0.969,0.979333333,0.971333333,0.979083333,0.239459363,0.038107288,0.002753584,0.001212206
50,14.34879994,2.261600018,0.934533333,0.951966667,0.25,2,rbf,"{'clf__gamma': 2.0, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",67,0.931333333,0.953416667,0.935666667,0.951416667,0.935,0.951083333,0.934666667,0.952333333,0.936,0.951583333,0.457956971,0.12360842,0.001667999,0.000832666
51,61.65799999,5.621799946,0.9028,0.904183333,0.25,4,rbf,"{'clf__gamma': 4.0, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",110,0.902333333,0.90425,0.903,0.904,0.902666667,0.904416667,0.903333333,0.904166667,0.902666667,0.904083333,0.852881454,0.166928002,0.000339935,0.000143372
52,74.03479996,5.530000019,0.902733333,0.903066667,0.25,8,rbf,"{'clf__gamma': 8.0, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",111,0.902333333,0.903166667,0.903,0.903,0.902666667,0.903083333,0.903,0.903,0.902666667,0.903083333,0.584262064,0.039242862,0.000249444,6.24E-05
53,71.9934,5.655200052,0.902666667,0.902833333,0.25,16,rbf,"{'clf__gamma': 16.0, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",114,0.902333333,0.902916667,0.903,0.90275,0.902666667,0.902833333,0.902666667,0.902833333,0.902666667,0.902833333,0.718544251,0.102573628,0.000210819,5.27E-05
54,72.48379998,5.661600018,0.902666667,0.902833333,0.25,32,rbf,"{'clf__gamma': 32.0, 'clf__C': 0.25, 'clf__kernel': 'rbf'}",114,0.902333333,0.902916667,0.903,0.90275,0.902666667,0.902833333,0.902666667,0.902833333,0.902666667,0.902833333,0.595949507,0.08028349,0.000210819,5.27E-05
55,6.333599949,1.011800003,0.9344,0.9363,0.5,0.03125,rbf,"{'clf__gamma': 0.03125, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",68,0.934,0.937,0.934,0.93625,0.934,0.9355,0.933666667,0.93675,0.936333333,0.936,0.05219422,0.018323711,0.000975249,0.000533854
56,5.760000086,0.949799967,0.956533333,0.959433333,0.5,0.0625,rbf,"{'clf__gamma': 0.0625, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",61,0.954,0.960833333,0.96,0.95725,0.956333333,0.959,0.954666667,0.960416667,0.957666667,0.959666667,0.055205087,0.031005808,0.002156128,0.00125985
57,5.161799955,0.851600027,0.9726,0.976,0.5,0.125,rbf,"{'clf__gamma': 0.125, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",55,0.967,0.977916667,0.974333333,0.974583333,0.973666667,0.975416667,0.973,0.975916667,0.975,0.976166667,0.10544647,0.015473874,0.002878271,0.001100505
58,4.81680007,0.763199902,0.979066667,0.98385,0.5,0.25,rbf,"{'clf__gamma': 0.25, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",44,0.973,0.985166667,0.983666667,0.983166667,0.979333333,0.983666667,0.978666667,0.983583333,0.980666667,0.983666667,0.053063704,0.013257484,0.003485844,0.000683943
59,4.992199945,0.786000013,0.9818,0.988933333,0.5,0.5,rbf,"{'clf__gamma': 0.5, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",40,0.976333333,0.990333333,0.986,0.98825,0.982,0.9885,0.981666667,0.989083333,0.983,0.9885,0.052620944,0.027040667,0.003131205,0.000751665
60,6.539599991,1.022399998,0.980133333,0.991716667,0.5,1,rbf,"{'clf__gamma': 1.0, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",43,0.974666667,0.992666667,0.985,0.991083333,0.979666667,0.9915,0.979666667,0.99175,0.981666667,0.991583333,0.078443879,0.041417892,0.003357248,0.000523344
61,14.76080003,2.227000046,0.9602,0.990583333,0.5,2,rbf,"{'clf__gamma': 2.0, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",59,0.957,0.99125,0.965,0.989916667,0.960666667,0.990333333,0.958666667,0.990416667,0.959666667,0.991,0.562063107,0.162587893,0.002688246,0.000480162
62,67.31120005,5.478399944,0.9064,0.919216667,0.5,4,rbf,"{'clf__gamma': 4.0, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",87,0.906333333,0.919833333,0.907,0.9195,0.906,0.91875,0.907,0.918916667,0.905666667,0.919083333,0.655292637,0.042021862,0.000533333,0.000396513
63,84.34520006,5.577999926,0.903066667,0.904083333,0.5,8,rbf,"{'clf__gamma': 8.0, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",107,0.903,0.903916667,0.903,0.90375,0.903,0.90425,0.903666667,0.904,0.902666667,0.9045,0.837446488,0.103377005,0.000326599,0.000263523
64,82.2224,5.66420002,0.903,0.904016667,0.5,16,rbf,"{'clf__gamma': 16.0, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",108,0.903,0.903833333,0.903,0.90375,0.903,0.904166667,0.903333333,0.903916667,0.902666667,0.904416667,1.12519183,0.107309669,0.000210819,0.000243812
65,80.40520005,5.751599932,0.903,0.903933333,0.5,32,rbf,"{'clf__gamma': 32.0, 'clf__C': 0.5, 'clf__kernel': 'rbf'}",108,0.903,0.90375,0.903,0.903666667,0.903,0.904083333,0.903333333,0.903833333,0.902666667,0.904333333,1.261230298,0.094396146,0.000210819,0.000243812
